fips_code,county,state,customers_out,run_start_time
1037,Coosa,Alabama,12,11/1/2014 4:00
1051,Elmore,Alabama,7,11/1/2014 4:00
1109,Pike,Alabama,1,11/1/2014 4:00
1121,Talladega,Alabama,31,11/1/2014 4:00
4017,Navajo,Arizona,1,11/1/2014 4:00
5009,Boone,Arkansas,3,11/1/2014 4:00
5119,Pulaski,Arkansas,1,11/1/2014 4:00
6029,Kern,California,30,11/1/2014 4:00
6037,Los Angeles,California,1555,11/1/2014 4:00
6065,Riverside,California,2,11/1/2014 4:00
6113,Yolo,California,1,11/1/2014 4:00
8001,Adams,Colorado,1,11/1/2014 4:00
8059,Jefferson,Colorado,19,11/1/2014 4:00
8097,Pitkin,Colorado,1,11/1/2014 4:00
12011,Broward,Florida,17,11/1/2014 4:00
12021,Collier,Florida,14,11/1/2014 4:00
12069,Lake,Florida,1,11/1/2014 4:00
12071,Lee,Florida,1,11/1/2014 4:00
12085,Martin,Florida,12,11/1/2014 4:00
12086,Miami-Dade,Florida,72,11/1/2014 4:00
12091,Okaloosa,Florida,2,11/1/2014 4:00
12095,Orange,Florida,1,11/1/2014 4:00
12099,Palm Beach,Florida,37,11/1/2014 4:00
12105,Polk,Florida,3,11/1/2014 4:00
12115,Sarasota,Florida,2,11/1/2014 4:00
12121,Suwannee,Florida,2,11/1/2014 4:00
12127,Volusia,Florida,1,11/1/2014 4:00
13021,Bibb,Georgia,1298,11/1/2014 4:00
13051,Chatham,Georgia,4,11/1/2014 4:00
13055,Chattooga,Georgia,61,11/1/2014 4:00
13057,Cherokee,Georgia,58,11/1/2014 4:00
13063,Clayton,Georgia,24,11/1/2014 4:00
13083,Dade,Georgia,511,11/1/2014 4:00
13085,Dawson,Georgia,1,11/1/2014 4:00
13089,DeKalb,Georgia,262,11/1/2014 4:00
13097,Douglas,Georgia,20,11/1/2014 4:00
13103,Effingham,Georgia,5,11/1/2014 4:00
13121,Fulton,Georgia,295,11/1/2014 4:00
13123,Gilmer,Georgia,27,11/1/2014 4:00
13135,Gwinnett,Georgia,55,11/1/2014 4:00
13145,Harris,Georgia,26,11/1/2014 4:00
13151,Henry,Georgia,1,11/1/2014 4:00
13153,Houston,Georgia,5,11/1/2014 4:00
13171,Lamar,Georgia,2,11/1/2014 4:00
13187,Lumpkin,Georgia,30,11/1/2014 4:00
13193,Macon,Georgia,323,11/1/2014 4:00
13197,Marion,Georgia,29,11/1/2014 4:00
13199,Meriwether,Georgia,40,11/1/2014 4:00
13207,Monroe,Georgia,23,11/1/2014 4:00
13215,Muscogee,Georgia,112,11/1/2014 4:00
13217,Newton,Georgia,1,11/1/2014 4:00
13231,Pike,Georgia,33,11/1/2014 4:00
13269,Taylor,Georgia,18,11/1/2014 4:00
17011,Bureau,Illinois,1,11/1/2014 4:00
17031,Cook,Illinois,4231,11/1/2014 4:00
17035,Cumberland,Illinois,1,11/1/2014 4:00
17037,DeKalb,Illinois,1,11/1/2014 4:00
17043,DuPage,Illinois,32,11/1/2014 4:00
17075,Iroquois,Illinois,1,11/1/2014 4:00
17091,Kankakee,Illinois,86,11/1/2014 4:00
17095,Knox,Illinois,2,11/1/2014 4:00
17097,Lake,Illinois,26,11/1/2014 4:00
17099,LaSalle,Illinois,13,11/1/2014 4:00
17111,McHenry,Illinois,1,11/1/2014 4:00
17119,Madison,Illinois,1,11/1/2014 4:00
17143,Peoria,Illinois,1,11/1/2014 4:00
17179,Tazewell,Illinois,1,11/1/2014 4:00
17197,Will,Illinois,39,11/1/2014 4:00
17201,Winnebago,Illinois,73,11/1/2014 4:00
17203,Woodford,Illinois,16,11/1/2014 4:00
18001,Adams,Indiana,68,11/1/2014 4:00
18003,Allen,Indiana,1660,11/1/2014 4:00
18013,Brown,Indiana,3,11/1/2014 4:00
18021,Clay,Indiana,1,11/1/2014 4:00
18031,Decatur,Indiana,34,11/1/2014 4:00
18033,DeKalb,Indiana,1,11/1/2014 4:00
18041,Fayette,Indiana,613,11/1/2014 4:00
18045,Fountain,Indiana,143,11/1/2014 4:00
18057,Hamilton,Indiana,88,11/1/2014 4:00
18063,Hendricks,Indiana,57,11/1/2014 4:00
18069,Huntington,Indiana,31,11/1/2014 4:00
18091,LaPorte,Indiana,54,11/1/2014 4:00
18095,Madison,Indiana,31,11/1/2014 4:00
18097,Marion,Indiana,337,11/1/2014 4:00
18099,Marshall,Indiana,5,11/1/2014 4:00
18105,Monroe,Indiana,101,11/1/2014 4:00
18107,Montgomery,Indiana,31,11/1/2014 4:00
18109,Morgan,Indiana,40,11/1/2014 4:00
18141,St. Joseph,Indiana,107,11/1/2014 4:00
18145,Shelby,Indiana,299,11/1/2014 4:00
18153,Sullivan,Indiana,1,11/1/2014 4:00
18157,Tippecanoe,Indiana,358,11/1/2014 4:00
18167,Vigo,Indiana,224,11/1/2014 4:00
18171,Warren,Indiana,55,11/1/2014 4:00
19033,Cerro Gordo,Iowa,1,11/1/2014 4:00
19113,Linn,Iowa,2,11/1/2014 4:00
20045,Douglas,Kansas,45,11/1/2014 4:00
20091,Johnson,Kansas,2,11/1/2014 4:00
20173,Sedgwick,Kansas,1,11/1/2014 4:00
20209,Wyandotte,Kansas,1,11/1/2014 4:00
21013,Bell,Kentucky,10,11/1/2014 4:00
21055,Crittenden,Kentucky,2,11/1/2014 4:00
21095,Harlan,Kentucky,281,11/1/2014 4:00
21117,Kenton,Kentucky,70,11/1/2014 4:00
21119,Knott,Kentucky,5,11/1/2014 4:00
21131,Leslie,Kentucky,49,11/1/2014 4:00
22033,East Baton Rouge,Louisiana,4,11/1/2014 4:00
22051,Jefferson,Louisiana,27,11/1/2014 4:00
22071,Orleans,Louisiana,1079,11/1/2014 4:00
22073,Ouachita,Louisiana,4,11/1/2014 4:00
22087,St. Bernard,Louisiana,10,11/1/2014 4:00
22105,Tangipahoa,Louisiana,1,11/1/2014 4:00
22117,Washington,Louisiana,28,11/1/2014 4:00
23019,Penobscot,Maine,32,11/1/2014 4:00
24003,Anne Arundel,Maryland,13,11/1/2014 4:00
24005,Baltimore,Maryland,3,11/1/2014 4:00
24013,Carroll,Maryland,1,11/1/2014 4:00
24017,Charles,Maryland,2,11/1/2014 4:00
24025,Harford,Maryland,1,11/1/2014 4:00
24027,Howard,Maryland,3,11/1/2014 4:00
24033,Prince George's,Maryland,4,11/1/2014 4:00
24510,Baltimore,Maryland,1,11/1/2014 4:00
25001,Barnstable,Massachusetts,1,11/1/2014 4:00
25009,Essex,Massachusetts,1,11/1/2014 4:00
25027,Worcester,Massachusetts,1,11/1/2014 4:00
26001,Alcona,Michigan,1,11/1/2014 4:00
26005,Allegan,Michigan,546,11/1/2014 4:00
26011,Arenac,Michigan,37,11/1/2014 4:00
26017,Bay,Michigan,21,11/1/2014 4:00
26019,Benzie,Michigan,2,11/1/2014 4:00
26021,Berrien,Michigan,1319,11/1/2014 4:00
26023,Branch,Michigan,11,11/1/2014 4:00
26025,Calhoun,Michigan,52,11/1/2014 4:00
26037,Clinton,Michigan,2,11/1/2014 4:00
26045,Eaton,Michigan,71,11/1/2014 4:00
26049,Genesee,Michigan,2488,11/1/2014 4:00
26057,Gratiot,Michigan,169,11/1/2014 4:00
26059,Hillsdale,Michigan,146,11/1/2014 4:00
26063,Huron,Michigan,754,11/1/2014 4:00
26065,Ingham,Michigan,241,11/1/2014 4:00
26069,Iosco,Michigan,420,11/1/2014 4:00
26073,Isabella,Michigan,2,11/1/2014 4:00
26075,Jackson,Michigan,456,11/1/2014 4:00
26077,Kalamazoo,Michigan,18,11/1/2014 4:00
26081,Kent,Michigan,261,11/1/2014 4:00
26085,Lake,Michigan,1,11/1/2014 4:00
26087,Lapeer,Michigan,1648,11/1/2014 4:00
26089,Leelanau,Michigan,54,11/1/2014 4:00
26091,Lenawee,Michigan,156,11/1/2014 4:00
26093,Livingston,Michigan,17,11/1/2014 4:00
26099,Macomb,Michigan,2299,11/1/2014 4:00
26111,Midland,Michigan,9,11/1/2014 4:00
26115,Monroe,Michigan,48,11/1/2014 4:00
26125,Oakland,Michigan,3355,11/1/2014 4:00
26129,Ogemaw,Michigan,202,11/1/2014 4:00
26135,Oscoda,Michigan,15,11/1/2014 4:00
26139,Ottawa,Michigan,76,11/1/2014 4:00
26143,Roscommon,Michigan,1,11/1/2014 4:00
26145,Saginaw,Michigan,367,11/1/2014 4:00
26147,St. Clair,Michigan,2301,11/1/2014 4:00
26151,Sanilac,Michigan,5507,11/1/2014 4:00
26155,Shiawassee,Michigan,59,11/1/2014 4:00
26157,Tuscola,Michigan,224,11/1/2014 4:00
26159,Van Buren,Michigan,99,11/1/2014 4:00
26161,Washtenaw,Michigan,3033,11/1/2014 4:00
26163,Wayne,Michigan,4226,11/1/2014 4:00
27001,Aitkin,Minnesota,1,11/1/2014 4:00
27013,Blue Earth,Minnesota,1,11/1/2014 4:00
27037,Dakota,Minnesota,6,11/1/2014 4:00
27053,Hennepin,Minnesota,101,11/1/2014 4:00
27137,St. Louis,Minnesota,1,11/1/2014 4:00
28005,Amite,Mississippi,2,11/1/2014 4:00
28089,Madison,Mississippi,16,11/1/2014 4:00
29019,Boone,Missouri,1,11/1/2014 4:00
29047,Clay,Missouri,1,11/1/2014 4:00
29071,Franklin,Missouri,15,11/1/2014 4:00
29095,Jackson,Missouri,1,11/1/2014 4:00
29099,Jefferson,Missouri,1,11/1/2014 4:00
29189,St. Louis,Missouri,1,11/1/2014 4:00
33015,Rockingham,New Hampshire,5,11/1/2014 4:00
34003,Bergen,New Jersey,10,11/1/2014 4:00
34007,Camden,New Jersey,1,11/1/2014 4:00
34009,Cape May,New Jersey,902,11/1/2014 4:00
34011,Cumberland,New Jersey,1,11/1/2014 4:00
34013,Essex,New Jersey,1,11/1/2014 4:00
34023,Middlesex,New Jersey,1,11/1/2014 4:00
34031,Passaic,New Jersey,1,11/1/2014 4:00
35015,Eddy,New Mexico,1,11/1/2014 4:00
36047,Kings,New York,1,11/1/2014 4:00
36055,Monroe,New York,18,11/1/2014 4:00
36067,Onondaga,New York,1,11/1/2014 4:00
36079,Putnam,New York,21,11/1/2014 4:00
36081,Queens,New York,2,11/1/2014 4:00
36089,St. Lawrence,New York,1,11/1/2014 4:00
36117,Wayne,New York,1,11/1/2014 4:00
36119,Westchester,New York,148,11/1/2014 4:00
37025,Cabarrus,North Carolina,4,11/1/2014 4:00
37057,Davidson,North Carolina,28,11/1/2014 4:00
37067,Forsyth,North Carolina,1,11/1/2014 4:00
37071,Gaston,North Carolina,3,11/1/2014 4:00
37085,Harnett,North Carolina,1,11/1/2014 4:00
37089,Henderson,North Carolina,33,11/1/2014 4:00
37109,Lincoln,North Carolina,75,11/1/2014 4:00
37113,Macon,North Carolina,1,11/1/2014 4:00
37119,Mecklenburg,North Carolina,376,11/1/2014 4:00
37157,Rockingham,North Carolina,1,11/1/2014 4:00
37159,Rowan,North Carolina,6,11/1/2014 4:00
37173,Swain,North Carolina,1,11/1/2014 4:00
37179,Union,North Carolina,10,11/1/2014 4:00
39003,Allen,Ohio,3,11/1/2014 4:00
39011,Auglaize,Ohio,1,11/1/2014 4:00
39017,Butler,Ohio,1,11/1/2014 4:00
39021,Champaign,Ohio,4,11/1/2014 4:00
39023,Clark,Ohio,2,11/1/2014 4:00
39025,Clermont,Ohio,3,11/1/2014 4:00
39035,Cuyahoga,Ohio,2,11/1/2014 4:00
39037,Darke,Ohio,6,11/1/2014 4:00
39039,Defiance,Ohio,596,11/1/2014 4:00
39043,Erie,Ohio,1,11/1/2014 4:00
39049,Franklin,Ohio,21,11/1/2014 4:00
39057,Greene,Ohio,1,11/1/2014 4:00
39061,Hamilton,Ohio,38,11/1/2014 4:00
39077,Huron,Ohio,1,11/1/2014 4:00
39091,Logan,Ohio,955,11/1/2014 4:00
39095,Lucas,Ohio,1,11/1/2014 4:00
39099,Mahoning,Ohio,1,11/1/2014 4:00
39101,Marion,Ohio,1,11/1/2014 4:00
39107,Mercer,Ohio,254,11/1/2014 4:00
39109,Miami,Ohio,6,11/1/2014 4:00
39113,Montgomery,Ohio,327,11/1/2014 4:00
39123,Ottawa,Ohio,59,11/1/2014 4:00
39125,Paulding,Ohio,16,11/1/2014 4:00
39137,Putnam,Ohio,3,11/1/2014 4:00
39147,Seneca,Ohio,48,11/1/2014 4:00
39151,Stark,Ohio,129,11/1/2014 4:00
39165,Warren,Ohio,2,11/1/2014 4:00
40113,Osage,Oklahoma,1,11/1/2014 4:00
40131,Rogers,Oklahoma,3,11/1/2014 4:00
40133,Seminole,Oklahoma,1,11/1/2014 4:00
40143,Tulsa,Oklahoma,412,11/1/2014 4:00
41067,Washington,Oregon,71,11/1/2014 4:00
42003,Allegheny,Pennsylvania,3,11/1/2014 4:00
42005,Armstrong,Pennsylvania,1,11/1/2014 4:00
42039,Crawford,Pennsylvania,1,11/1/2014 4:00
42049,Erie,Pennsylvania,46555,11/1/2014 4:00
42053,Forest,Pennsylvania,1,11/1/2014 4:00
42059,Greene,Pennsylvania,1,11/1/2014 4:00
42075,Lebanon,Pennsylvania,1,11/1/2014 4:00
42095,Northampton,Pennsylvania,1,11/1/2014 4:00
42101,Philadelphia,Pennsylvania,61,11/1/2014 4:00
42125,Washington,Pennsylvania,10,11/1/2014 4:00
42129,Westmoreland,Pennsylvania,1,11/1/2014 4:00
45019,Charleston,South Carolina,3,11/1/2014 4:00
45045,Greenville,South Carolina,2,11/1/2014 4:00
45083,Spartanburg,South Carolina,1,11/1/2014 4:00
47009,Blount,Tennessee,23,11/1/2014 4:00
47157,Shelby,Tennessee,84,11/1/2014 4:00
48029,Bexar,Texas,5,11/1/2014 4:00
48071,Chambers,Texas,1,11/1/2014 4:00
48085,Collin,Texas,6,11/1/2014 4:00
48113,Dallas,Texas,13,11/1/2014 4:00
48157,Fort Bend,Texas,1,11/1/2014 4:00
48165,Gaines,Texas,1,11/1/2014 4:00
48167,Galveston,Texas,1,11/1/2014 4:00
48181,Grayson,Texas,1,11/1/2014 4:00
48201,Harris,Texas,228,11/1/2014 4:00
48215,Hidalgo,Texas,28,11/1/2014 4:00
48291,Liberty,Texas,2,11/1/2014 4:00
48301,Loving,Texas,1,11/1/2014 4:00
48325,Medina,Texas,1,11/1/2014 4:00
48329,Midland,Texas,1,11/1/2014 4:00
48339,Montgomery,Texas,1,11/1/2014 4:00
48355,Nueces,Texas,314,11/1/2014 4:00
48375,Potter,Texas,1,11/1/2014 4:00
48439,Tarrant,Texas,132,11/1/2014 4:00
48441,Taylor,Texas,1,11/1/2014 4:00
48467,Van Zandt,Texas,3,11/1/2014 4:00
48471,Walker,Texas,10,11/1/2014 4:00
51117,Mecklenburg,Virginia,1,11/1/2014 4:00
51121,Montgomery,Virginia,32,11/1/2014 4:00
51191,Washington,Virginia,1,11/1/2014 4:00
53033,King,Washington,142,11/1/2014 4:00
53063,Spokane,Washington,13,11/1/2014 4:00
54035,Jackson,West Virginia,18,11/1/2014 4:00
54055,Mercer,West Virginia,4,11/1/2014 4:00
55009,Brown,Wisconsin,9,11/1/2014 4:00
55059,Kenosha,Wisconsin,3,11/1/2014 4:00
55079,Milwaukee,Wisconsin,4,11/1/2014 4:00
55081,Monroe,Wisconsin,121,11/1/2014 4:00
55085,Oneida,Wisconsin,1,11/1/2014 4:00
55125,Vilas,Wisconsin,1,11/1/2014 4:00
55133,Waukesha,Wisconsin,1,11/1/2014 4:00
55139,Winnebago,Wisconsin,1,11/1/2014 4:00
1003,Baldwin,Alabama,1,11/1/2014 4:15
1013,Butler,Alabama,49,11/1/2014 4:15
1037,Coosa,Alabama,12,11/1/2014 4:15
1051,Elmore,Alabama,7,11/1/2014 4:15
1109,Pike,Alabama,1,11/1/2014 4:15
1121,Talladega,Alabama,31,11/1/2014 4:15
4017,Navajo,Arizona,1,11/1/2014 4:15
5009,Boone,Arkansas,3,11/1/2014 4:15
5119,Pulaski,Arkansas,1,11/1/2014 4:15
6029,Kern,California,30,11/1/2014 4:15
6031,Kings,California,414,11/1/2014 4:15
6037,Los Angeles,California,1435,11/1/2014 4:15
6065,Riverside,California,2,11/1/2014 4:15
6113,Yolo,California,1,11/1/2014 4:15
8001,Adams,Colorado,1,11/1/2014 4:15
8059,Jefferson,Colorado,19,11/1/2014 4:15
8097,Pitkin,Colorado,1,11/1/2014 4:15
12011,Broward,Florida,16,11/1/2014 4:15
12021,Collier,Florida,14,11/1/2014 4:15
12069,Lake,Florida,1,11/1/2014 4:15
12071,Lee,Florida,1,11/1/2014 4:15
12085,Martin,Florida,12,11/1/2014 4:15
12086,Miami-Dade,Florida,72,11/1/2014 4:15
12091,Okaloosa,Florida,2,11/1/2014 4:15
12095,Orange,Florida,1,11/1/2014 4:15
12099,Palm Beach,Florida,39,11/1/2014 4:15
12105,Polk,Florida,3,11/1/2014 4:15
12115,Sarasota,Florida,2,11/1/2014 4:15
12121,Suwannee,Florida,2,11/1/2014 4:15
12127,Volusia,Florida,1,11/1/2014 4:15
13009,Baldwin,Georgia,3,11/1/2014 4:15
13011,Banks,Georgia,1,11/1/2014 4:15
13021,Bibb,Georgia,1582,11/1/2014 4:15
13051,Chatham,Georgia,4,11/1/2014 4:15
13055,Chattooga,Georgia,61,11/1/2014 4:15
13057,Cherokee,Georgia,58,11/1/2014 4:15
13063,Clayton,Georgia,24,11/1/2014 4:15
13073,Columbia,Georgia,1,11/1/2014 4:15
13079,Crawford,Georgia,2,11/1/2014 4:15
13083,Dade,Georgia,512,11/1/2014 4:15
13089,DeKalb,Georgia,263,11/1/2014 4:15
13097,Douglas,Georgia,20,11/1/2014 4:15
13103,Effingham,Georgia,5,11/1/2014 4:15
13113,Fayette,Georgia,10,11/1/2014 4:15
13121,Fulton,Georgia,258,11/1/2014 4:15
13123,Gilmer,Georgia,19,11/1/2014 4:15
13135,Gwinnett,Georgia,55,11/1/2014 4:15
13145,Harris,Georgia,26,11/1/2014 4:15
13151,Henry,Georgia,1,11/1/2014 4:15
13153,Houston,Georgia,5,11/1/2014 4:15
13169,Jones,Georgia,32,11/1/2014 4:15
13171,Lamar,Georgia,4,11/1/2014 4:15
13187,Lumpkin,Georgia,30,11/1/2014 4:15
13193,Macon,Georgia,323,11/1/2014 4:15
13197,Marion,Georgia,29,11/1/2014 4:15
13199,Meriwether,Georgia,40,11/1/2014 4:15
13207,Monroe,Georgia,23,11/1/2014 4:15
13215,Muscogee,Georgia,315,11/1/2014 4:15
13231,Pike,Georgia,33,11/1/2014 4:15
13269,Taylor,Georgia,18,11/1/2014 4:15
17011,Bureau,Illinois,1,11/1/2014 4:15
17031,Cook,Illinois,4231,11/1/2014 4:15
17035,Cumberland,Illinois,1,11/1/2014 4:15
17037,DeKalb,Illinois,1,11/1/2014 4:15
17043,DuPage,Illinois,32,11/1/2014 4:15
17075,Iroquois,Illinois,1,11/1/2014 4:15
17091,Kankakee,Illinois,86,11/1/2014 4:15
17097,Lake,Illinois,26,11/1/2014 4:15
17099,LaSalle,Illinois,13,11/1/2014 4:15
17111,McHenry,Illinois,1,11/1/2014 4:15
17119,Madison,Illinois,1,11/1/2014 4:15
17143,Peoria,Illinois,1,11/1/2014 4:15
17179,Tazewell,Illinois,1,11/1/2014 4:15
17197,Will,Illinois,39,11/1/2014 4:15
17201,Winnebago,Illinois,73,11/1/2014 4:15
17203,Woodford,Illinois,16,11/1/2014 4:15
18001,Adams,Indiana,68,11/1/2014 4:15
18003,Allen,Indiana,1662,11/1/2014 4:15
18021,Clay,Indiana,1,11/1/2014 4:15
18031,Decatur,Indiana,34,11/1/2014 4:15
18033,DeKalb,Indiana,1,11/1/2014 4:15
18041,Fayette,Indiana,613,11/1/2014 4:15
18045,Fountain,Indiana,143,11/1/2014 4:15
18057,Hamilton,Indiana,57,11/1/2014 4:15
18063,Hendricks,Indiana,57,11/1/2014 4:15
18069,Huntington,Indiana,31,11/1/2014 4:15
18091,LaPorte,Indiana,54,11/1/2014 4:15
18095,Madison,Indiana,31,11/1/2014 4:15
18097,Marion,Indiana,288,11/1/2014 4:15
18099,Marshall,Indiana,5,11/1/2014 4:15
18105,Monroe,Indiana,101,11/1/2014 4:15
18107,Montgomery,Indiana,31,11/1/2014 4:15
18109,Morgan,Indiana,40,11/1/2014 4:15
18141,St. Joseph,Indiana,107,11/1/2014 4:15
18145,Shelby,Indiana,299,11/1/2014 4:15
18157,Tippecanoe,Indiana,358,11/1/2014 4:15
18167,Vigo,Indiana,218,11/1/2014 4:15
18171,Warren,Indiana,55,11/1/2014 4:15
18177,Wayne,Indiana,3,11/1/2014 4:15
18179,Wells,Indiana,1,11/1/2014 4:15
19033,Cerro Gordo,Iowa,1,11/1/2014 4:15
19113,Linn,Iowa,2,11/1/2014 4:15
20091,Johnson,Kansas,2,11/1/2014 4:15
20173,Sedgwick,Kansas,1,11/1/2014 4:15
20209,Wyandotte,Kansas,1,11/1/2014 4:15
21013,Bell,Kentucky,10,11/1/2014 4:15
21055,Crittenden,Kentucky,2,11/1/2014 4:15
21095,Harlan,Kentucky,93,11/1/2014 4:15
21111,Jefferson,Kentucky,1,11/1/2014 4:15
21117,Kenton,Kentucky,70,11/1/2014 4:15
21119,Knott,Kentucky,5,11/1/2014 4:15
21131,Leslie,Kentucky,49,11/1/2014 4:15
21239,Woodford,Kentucky,2,11/1/2014 4:15
22033,East Baton Rouge,Louisiana,4,11/1/2014 4:15
22051,Jefferson,Louisiana,37,11/1/2014 4:15
22071,Orleans,Louisiana,375,11/1/2014 4:15
22073,Ouachita,Louisiana,4,11/1/2014 4:15
22075,Plaquemines,Louisiana,608,11/1/2014 4:15
22083,Richland,Louisiana,1,11/1/2014 4:15
22087,St. Bernard,Louisiana,10,11/1/2014 4:15
22105,Tangipahoa,Louisiana,1,11/1/2014 4:15
22117,Washington,Louisiana,26,11/1/2014 4:15
23019,Penobscot,Maine,32,11/1/2014 4:15
24003,Anne Arundel,Maryland,12,11/1/2014 4:15
24005,Baltimore,Maryland,3,11/1/2014 4:15
24013,Carroll,Maryland,1,11/1/2014 4:15
24017,Charles,Maryland,2,11/1/2014 4:15
24025,Harford,Maryland,1,11/1/2014 4:15
24027,Howard,Maryland,3,11/1/2014 4:15
24033,Prince George's,Maryland,4,11/1/2014 4:15
24510,Baltimore,Maryland,1,11/1/2014 4:15
25001,Barnstable,Massachusetts,1,11/1/2014 4:15
25009,Essex,Massachusetts,1,11/1/2014 4:15
25027,Worcester,Massachusetts,1,11/1/2014 4:15
26001,Alcona,Michigan,1,11/1/2014 4:15
26005,Allegan,Michigan,546,11/1/2014 4:15
26011,Arenac,Michigan,4,11/1/2014 4:15
26017,Bay,Michigan,21,11/1/2014 4:15
26019,Benzie,Michigan,2,11/1/2014 4:15
26021,Berrien,Michigan,1319,11/1/2014 4:15
26023,Branch,Michigan,11,11/1/2014 4:15
26025,Calhoun,Michigan,27,11/1/2014 4:15
26037,Clinton,Michigan,2,11/1/2014 4:15
26045,Eaton,Michigan,71,11/1/2014 4:15
26049,Genesee,Michigan,2546,11/1/2014 4:15
26057,Gratiot,Michigan,169,11/1/2014 4:15
26059,Hillsdale,Michigan,146,11/1/2014 4:15
26063,Huron,Michigan,754,11/1/2014 4:15
26065,Ingham,Michigan,241,11/1/2014 4:15
26069,Iosco,Michigan,420,11/1/2014 4:15
26073,Isabella,Michigan,3,11/1/2014 4:15
26075,Jackson,Michigan,481,11/1/2014 4:15
26077,Kalamazoo,Michigan,18,11/1/2014 4:15
26081,Kent,Michigan,118,11/1/2014 4:15
26085,Lake,Michigan,1,11/1/2014 4:15
26087,Lapeer,Michigan,1648,11/1/2014 4:15
26089,Leelanau,Michigan,54,11/1/2014 4:15
26091,Lenawee,Michigan,156,11/1/2014 4:15
26093,Livingston,Michigan,17,11/1/2014 4:15
26099,Macomb,Michigan,2299,11/1/2014 4:15
26111,Midland,Michigan,9,11/1/2014 4:15
26115,Monroe,Michigan,71,11/1/2014 4:15
26125,Oakland,Michigan,3375,11/1/2014 4:15
26129,Ogemaw,Michigan,202,11/1/2014 4:15
26135,Oscoda,Michigan,15,11/1/2014 4:15
26139,Ottawa,Michigan,76,11/1/2014 4:15
26143,Roscommon,Michigan,1,11/1/2014 4:15
26145,Saginaw,Michigan,325,11/1/2014 4:15
26147,St. Clair,Michigan,2302,11/1/2014 4:15
26151,Sanilac,Michigan,1290,11/1/2014 4:15
26155,Shiawassee,Michigan,33,11/1/2014 4:15
26157,Tuscola,Michigan,223,11/1/2014 4:15
26159,Van Buren,Michigan,99,11/1/2014 4:15
26161,Washtenaw,Michigan,3032,11/1/2014 4:15
26163,Wayne,Michigan,4383,11/1/2014 4:15
27013,Blue Earth,Minnesota,1,11/1/2014 4:15
27037,Dakota,Minnesota,6,11/1/2014 4:15
27053,Hennepin,Minnesota,101,11/1/2014 4:15
27123,Ramsey,Minnesota,1,11/1/2014 4:15
28005,Amite,Mississippi,2,11/1/2014 4:15
28049,Hinds,Mississippi,3,11/1/2014 4:15
28089,Madison,Mississippi,16,11/1/2014 4:15
29019,Boone,Missouri,1,11/1/2014 4:15
29047,Clay,Missouri,1,11/1/2014 4:15
29071,Franklin,Missouri,15,11/1/2014 4:15
29095,Jackson,Missouri,1,11/1/2014 4:15
29099,Jefferson,Missouri,1,11/1/2014 4:15
29189,St. Louis,Missouri,1,11/1/2014 4:15
33015,Rockingham,New Hampshire,5,11/1/2014 4:15
34003,Bergen,New Jersey,10,11/1/2014 4:15
34005,Burlington,New Jersey,18,11/1/2014 4:15
34007,Camden,New Jersey,1,11/1/2014 4:15
34009,Cape May,New Jersey,902,11/1/2014 4:15
34011,Cumberland,New Jersey,1,11/1/2014 4:15
34013,Essex,New Jersey,1,11/1/2014 4:15
34023,Middlesex,New Jersey,1,11/1/2014 4:15
34031,Passaic,New Jersey,1,11/1/2014 4:15
35015,Eddy,New Mexico,1,11/1/2014 4:15
36047,Kings,New York,1,11/1/2014 4:15
36055,Monroe,New York,18,11/1/2014 4:15
36067,Onondaga,New York,1,11/1/2014 4:15
36079,Putnam,New York,21,11/1/2014 4:15
36081,Queens,New York,2,11/1/2014 4:15
36089,St. Lawrence,New York,1,11/1/2014 4:15
36117,Wayne,New York,1,11/1/2014 4:15
36119,Westchester,New York,148,11/1/2014 4:15
37019,Brunswick,North Carolina,1,11/1/2014 4:15
37025,Cabarrus,North Carolina,4,11/1/2014 4:15
37057,Davidson,North Carolina,28,11/1/2014 4:15
37071,Gaston,North Carolina,3,11/1/2014 4:15
37089,Henderson,North Carolina,33,11/1/2014 4:15
37109,Lincoln,North Carolina,75,11/1/2014 4:15
37119,Mecklenburg,North Carolina,376,11/1/2014 4:15
37157,Rockingham,North Carolina,1,11/1/2014 4:15
37159,Rowan,North Carolina,6,11/1/2014 4:15
37173,Swain,North Carolina,1,11/1/2014 4:15
37179,Union,North Carolina,10,11/1/2014 4:15
39003,Allen,Ohio,2,11/1/2014 4:15
39011,Auglaize,Ohio,1,11/1/2014 4:15
39017,Butler,Ohio,2,11/1/2014 4:15
39021,Champaign,Ohio,4,11/1/2014 4:15
39023,Clark,Ohio,1,11/1/2014 4:15
39025,Clermont,Ohio,4,11/1/2014 4:15
39035,Cuyahoga,Ohio,1,11/1/2014 4:15
39037,Darke,Ohio,7,11/1/2014 4:15
39039,Defiance,Ohio,596,11/1/2014 4:15
39043,Erie,Ohio,1,11/1/2014 4:15
39049,Franklin,Ohio,27,11/1/2014 4:15
39057,Greene,Ohio,1,11/1/2014 4:15
39061,Hamilton,Ohio,90,11/1/2014 4:15
39077,Huron,Ohio,1,11/1/2014 4:15
39091,Logan,Ohio,955,11/1/2014 4:15
39093,Lorain,Ohio,4,11/1/2014 4:15
39095,Lucas,Ohio,1,11/1/2014 4:15
39099,Mahoning,Ohio,1,11/1/2014 4:15
39101,Marion,Ohio,50,11/1/2014 4:15
